[-1.6389, -1.4675, -1.2962, -1.1249, -0.9535899999999999, -0.78227, -0.61095, -0.43963, -0.26831, -0.096992, 0.074327, 0.24565, 0.41696000000000005, 0.58828, 0.7596, 0.9309200000000001, 1.1022, 1.2736, 1.4449, 1.6162, 1.7875, 1.6162, 1.4449, 1.2736, 1.1022, 0.9309200000000001, 0.7596, 0.58828, 0.41696000000000005, 0.24565, 0.074327, -0.096992, -0.26831, -0.43963, -0.61095, -0.78227, -0.9535899999999999, -1.1249, -1.2962, -1.4675, -1.6389]
[0.9589700000000001, -1.6389, -1.4675, -1.2962, -1.1249, -0.9535899999999999, -0.78227, -0.61095, -0.43963, -0.26831, -0.096992, 0.074327, 0.24565, 0.41696000000000005, 0.58828, 0.7596, 0.9309200000000001, 1.1022, 1.2736, 1.4449, 1.6162, 1.7875, 1.6162, 1.4449, 1.2736, 1.1022, 0.9309200000000001, 0.7596, 0.58828, 0.41696000000000005, 0.24565, 0.074327, -0.096992, -0.26831, -0.43963, -0.61095, -0.78227, -0.9535899999999999, -1.1249, -1.2962, -1.4675]
[0.29762, 0.9589700000000001, -1.6389, -1.4675, -1.2962, -1.1249, -0.9535899999999999, -0.78227, -0.61095, -0.43963, -0.26831, -0.096992, 0.074327, 0.24565, 0.41696000000000005, 0.58828, 0.7596, 0.9309200000000001, 1.1022, 1.2736, 1.4449, 1.6162, 1.7875, 1.6162, 1.4449, 1.2736, 1.1022, 0.9309200000000001, 0.7596, 0.58828, 0.41696000000000005, 0.24565, 0.074327, -0.096992, -0.26831, -0.43963, -0.61095, -0.78227, -0.9535899999999999, -1.1249, -1.2962]
[-1.7497, -1.5769, -1.4041, -1.2313, -1.0585, -0.88569, -0.7128800000000001, -0.54008, -0.36728, -0.19448, -0.021682, 0.15112, 0.32392, 0.49672, 0.66952, 0.8423200000000001, 1.0151, 1.1879, 1.3607, 1.5335, 1.7063, 1.5335, 1.3607, 1.1879, 1.0151, 0.8423200000000001, 0.66952, 0.49672, 0.32392, 0.15112, -0.021682, -0.19448, -0.36728, -0.54008, -0.7128800000000001, -0.88569, -1.0585, -1.2313, -1.4041, -1.5769, -1.7497]
[-1.4304, -1.7497, -1.5769, -1.4041, -1.2313, -1.0585, -0.88569, -0.7128800000000001, -0.54008, -0.36728, -0.19448, -0.021682, 0.15112, 0.32392, 0.49672, 0.66952, 0.8423200000000001, 1.0151, 1.1879, 1.3607, 1.5335, 1.7063, 1.5335, 1.3607, 1.1879, 1.0151, 0.8423200000000001, 0.66952, 0.49672, 0.32392, 0.15112, -0.021682, -0.19448, -0.36728, -0.54008, -0.7128800000000001, -0.88569, -1.0585, -1.2313, -1.4041, -1.5769]
[-0.019612, -1.4304, -1.7497, -1.5769, -1.4041, -1.2313, -1.0585, -0.88569, -0.7128800000000001, -0.54008, -0.36728, -0.19448, -0.021682, 0.15112, 0.32392, 0.49672, 0.66952, 0.8423200000000001, 1.0151, 1.1879, 1.3607, 1.5335, 1.7063, 1.5335, 1.3607, 1.1879, 1.0151, 0.8423200000000001, 0.66952, 0.49672, 0.32392, 0.15112, -0.021682, -0.19448, -0.36728, -0.54008, -0.7128800000000001, -0.88569, -1.0585, -1.2313, -1.4041]
[-1.7358, -1.5633, -1.3908, -1.2183, -1.0458, -0.87328, -0.70077, -0.5282600000000001, -0.35575, -0.18323, -0.010721, 0.16179000000000002, 0.3343, 0.5068199999999999, 0.67933, 0.8518399999999999, 1.0244, 1.1969, 1.3694, 1.5419, 1.7144, 1.5419, 1.3694, 1.1969, 1.0244, 0.8518399999999999, 0.67933, 0.5068199999999999, 0.3343, 0.16179000000000002, -0.010721, -0.18323, -0.35575, -0.5282600000000001, -0.70077, -0.87328, -1.0458, -1.2183, -1.3908, -1.5633, -1.7358]
[1.7058, -1.7358, -1.5633, -1.3908, -1.2183, -1.0458, -0.87328, -0.70077, -0.5282600000000001, -0.35575, -0.18323, -0.010721, 0.16179000000000002, 0.3343, 0.5068199999999999, 0.67933, 0.8518399999999999, 1.0244, 1.1969, 1.3694, 1.5419, 1.7144, 1.5419, 1.3694, 1.1969, 1.0244, 0.8518399999999999, 0.67933, 0.5068199999999999, 0.3343, 0.16179000000000002, -0.010721, -0.18323, -0.35575, -0.5282600000000001, -0.70077, -0.87328, -1.0458, -1.2183, -1.3908, -1.5633]
[-1.8113, -1.636, -1.4606, -1.2853, -1.1099, -0.93458, -0.7592300000000001, -0.5838800000000001, -0.40852, -0.23317, -0.05782, 0.11753, 0.29289, 0.46824, 0.64359, 0.81894, 0.99429, 1.1696, 1.345, 1.5204, 1.6957, 1.5204, 1.345, 1.1696, 0.99429, 0.81894, 0.64359, 0.46824, 0.29289, 0.11753, -0.05782, -0.23317, -0.40852, -0.5838800000000001, -0.7592300000000001, -0.93458, -1.1099, -1.2853, -1.4606, -1.636, -1.8113]
[1.1288, -1.8113, -1.636, -1.4606, -1.2853, -1.1099, -0.93458, -0.7592300000000001, -0.5838800000000001, -0.40852, -0.23317, -0.05782, 0.11753, 0.29289, 0.46824, 0.64359, 0.81894, 0.99429, 1.1696, 1.345, 1.5204, 1.6957, 1.5204, 1.345, 1.1696, 0.99429, 0.81894, 0.64359, 0.46824, 0.29289, 0.11753, -0.05782, -0.23317, -0.40852, -0.5838800000000001, -0.7592300000000001, -0.93458, -1.1099, -1.2853, -1.4606, -1.636]
